Title,Certificate,Duration,Genre,Rating,Description, Stars,Votes,Year
Ejen Ali,PG,21 min,"Animation, Action, Adventure",8.5,A boy accidentally becomes a MATA agent after using Infinity Retinal Intelligent System (I.R.I.S) which is a prototype device created by Meta Advance Tactical Agency (M.A.T.A). The I.R.I.S....                See full summary »,"['Ida Rahayu, ', 'Noorhayati Maslini, ', 'Shafiq Isa, ', 'Azman Zulkiply']",291,2016
El Chapo,TV-MA,43 min,"Biography, Crime, Drama",7.8,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power during the '90s as the head of the Sinaloa Cartel and his ultimate downfall in 2016.","['Marco de la O, ', 'Humberto Busto, ', 'Diego Vásquez, ', 'Juan Carlos Cruz']",18453,2018
El Dragón: Return of a Warrior,TV-MA,45 min,"Action, Adventure, Drama",6.8,"After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.","['Sebastián Rulli, ', 'Renata Notni, ', 'Manuel Balbi, ', 'Cassandra Sanchez Navarro']",1894,2020
El marginal,TV-MA,60 min,"Crime, Drama, Mystery",8.2,"Pastor, an undercover cop sets on a mission to rescue the kidnapped daughter of a judge by infiltrating the prison where she's suspected to be at. Once inside he will have to learn to live by the prison's and the inmates' rules.","['Nicolás Furtado, ', 'Martina Gusman, ', 'Claudio Rissi, ', 'Gerardo Romano']",4115,2022
"El Rey, Vicente Fernández",TV-14,52 min,"Biography, Drama, Music",6.4,Follows the life of Mexican music icon Vicente Fernandez.,"['Enoc Leaño, ', 'Marissa Saavedra, ', 'Ruben Zamora, ', 'Camila Rojas']",127,2022
Elementary,TV-14,60 min,"Crime, Drama, Mystery",7.9,"A modern take on the cases of Sherlock Holmes, with the detective now living in New York City.","['Jonny Lee Miller, ', 'Lucy Liu, ', 'Aidan Quinn, ', 'Jon Michael Hill']",110920,2019
Eli,R,98 min,"Drama, Horror, Mystery",5.8,A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.,"['Ciarán Foy', '| ', '    Stars:', 'Charlie Shotwell, ', 'Kelly Reilly, ', 'Max Martini, ', 'Lili Taylor']",36030,2019
Elite,TV-MA,60 min,"Crime, Drama, Thriller",7.4,"When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","['Itzan Escamilla, ', 'Omar Ayuso, ', 'Miguel Bernardeau, ', 'Arón Piper']",77113,2018
Ellen DeGeneres: Relatable,TV-MA,68 min,Comedy,6.5,Comedian Ellen DeGeneres performs a live stand-up comedy set in Seattle.,"['Joel Gallen, ', 'Tig Notaro', '| ', '    Stars:', 'Laura Dern, ', 'Ellen DeGeneres, ', 'Eddie Vedder, ', 'Jill Vedder']",4726,2018
Emergency,TV-14,22 min,Reality-TV,7.7,"Take a behind the scenes look at two of Canada's busiest Hospital Emergency Rooms in this reality style series. Follow along with the patients, their families, and hospital staff as they ...                See full summary »",[],31,2015
Emily in Paris,TV-MA,30 min,"Comedy, Drama, Romance",6.9,A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,"['Lily Collins, ', 'Philippine Leroy-Beaulieu, ', 'Ashley Park, ', 'Lucas Bravo']",88868,2020
End of the Road,R,89 min,"Action, Crime, Drama",4.7,"In this high-octane action thriller, a cross-country road trip becomes a highway to hell for Brenda and her family. Alone in the New Mexico desert, they have to fight for their lives when they become the targets of a mysterious killer.","['Millicent Shelton', '| ', '    Stars:', 'Queen Latifah, ', 'Ludacris, ', 'Mychala Lee, ', 'Shaun Dixon']",5122,2022
Entrevías,TV-MA,79 min,"Action, Adventure, Crime",6.7,"When his teenage granddaughter falls victim to the drug dealers overtaking his neighborhood, a fed-up war veteran takes matters into his own hands.","['Jose Coronado, ', 'Nona Sobo, ', 'Felipe Londoño, ', 'Laura Ramos']",1937,2021
Eric Andre: Legalize Everything,TV-MA,51 min,Comedy,6.2,"Eric Andre takes the stage in New Orleans and tackles flawed fast-food icons, the wonders of autofill and the bizarre choice for the ""Cops"" theme song.","['Eric Notarnicola', '| ', '    Star:', 'Eric André']",2561,2020
Eromanga Sensei,Not Rated,24 min,"Animation, Comedy, Drama",5.5,A young writer who works with an anonymous artist discovers that the artist is his little sister.,"['Yoshitsugu Matsuoka, ', 'Akane Fujita, ', 'Yui Ishikawa, ', 'Saori Oonishi']",1406,2017
Escape Room,PG-13,99 min,"Action, Adventure, Horror",6.4,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,"['Adam Robitel', '| ', '    Stars:', 'Taylor Russell, ', 'Logan Miller, ', 'Jay Ellis, ', 'Tyler Labine']",121675,2019
Escorts,Not Rated,47 min,Documentary,5.1,"An insight into the lives of two self-dubbed high class call girls, Emily B and Cookie Jane.","['Dan Reed', '| ', '    Stars:', 'Emily Banfield, ', 'Cookie Jane']",445,2015
Eternally Confused and Eager for Love,TV-MA,22 min,"Comedy, Romance",6.7,"An awkward 24-year old named Ray, navigating through life with the help of his 'inner voice'.","['Vihaan Samat, ', 'Jim Sarbh, ', 'Dalai, ', 'Devika Vatsa']",1866,2022
Ever After High,TV-Y,25 min,"Animation, Adventure, Comedy",7.7,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).","['Cindy Robinson, ', 'Todd Haberkorn, ', 'Stephanie Sheh, ', 'Jamieson Price']",1218,2017
Ever After High: Dragon Games,TV-G,90 min,"Animation, Adventure, Drama",7.1,"Dragons return to Ever After High, and so does the Evil Queen. When the most epic competition and evil scheme starts at Ever After High, Raven and Apple must let go of their story conflict and save their beloved school together.","['Harold Harris, ', 'Stuart Shankly, ', 'Dan Fraga, ', 'Audu Paden', '| ', '    Stars:', 'Lindsay Ames, ', 'Valerie Arem, ', 'Malcolm Danare, ', 'Erin Fitzgerald']",304,2016
Ever After High: Epic Winter,TV-G,90 min,"Animation, Adventure, Drama",7.3,"Crystal Winter is the daughter of the Snow Queen and will someday rule over winter, however, Jackie Frost and North Wind have other ideas it is to curse the King and Queen. Crystal runs ...                See full summary »","['Mike Csunyoscka, ', 'Dan Fraga', '| ', '    Stars:', 'Valerie Arem, ', 'Ciara Caneega, ', 'Cam Clarke, ', 'Malcolm Danare']",326,2016
Ever After High: Way Too Wonderland,TV-G,90 min,"Animation, Adventure, Drama",7.4,"With the Storybook of Legends still in Wonderland, Raven attempts to teleport her friends there despite still getting the hand of her powers. Apple, Raven, Briar, Lizzie, Kitty and Maddie ...                See full summary »","['Mike Csunyoscka, ', 'Dan Fraga, ', 'Audu Paden', '| ', '    Stars:', 'Robbie Daymond, ', 'Jonquil Goode, ', 'Kate Higgins, ', 'Delaney Moline']",356,2015
Everything Will Be Fine,TV-MA,35 min,"Comedy, Drama",6.3,A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,"['Edwarda Gurrola, ', 'Isabella Vázquez, ', 'Flavio Medina, ', 'Ruth Ramos']",344,2021
Evil,TV-14,42 min,"Crime, Drama, Horror",7.7,"A skeptical clinical psychologist joins a priest-in-training and a blue collar contractor as they investigate supposed abnormal events, including, demonic possession, and other extraordinary occurrences to see if there's a scientific explanation or if something truly supernatural's at work.","['Katja Herbers, ', 'Mike Colter, ', 'Aasif Mandvi, ', 'Michael Emerson']",26248,2019
Exhibit A,TV-14,144 min,"Documentary, Crime",6.3,This true crime series shows how innocent people have been convicted with dubious forensic techniques and tools such as touch DNA and cadaver dogs.,"['Martin Grime, ', 'Grant Fredericks, ', 'Arthur Young, ', 'David Rossi']",1087,2019
Explained,TV-MA,18 min,Documentary,8,A documentary series that looks to explore the big questions of today.,"['Estelle Caswell, ', 'Samira Wiley, ', 'Maria Bello, ', 'Rachel McAdams']",9221,2018
Ezel,TV-14,90 min,"Crime, Drama, Thriller",8.7,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.","['Kenan Imirzalioglu, ', 'Cansu Dere, ', 'Yigit Özsener, ', 'Baris Falay']",32693,2011
F Is for Family,TV-MA,30 min,"Animation, Comedy, Drama",8,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.","['Bill Burr, ', 'Laura Dern, ', 'Justin Long, ', 'Debi Derryberry']",37225,2021
Fabrizio Copano: Solo pienso en mi,TV-MA,60 min,Comedy,5.1,Add a Plot,"['Francisco Schultz, ', 'Rodrigo Toro Solovera', '| ', '    Star:', 'Fabrizio Copano']",37,2017
Fabulous Lives of Bollywood Wives,TV-MA,35 min,"Documentary, Reality-TV, Romance",4.6,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.","['Neelam Kothari, ', 'Maheep Kapoor, ', 'Seema Khan, ', 'Bhavana Pandey']",10077,2020
Fairy Tail,TV-14,24 min,"Animation, Action, Adventure",7.9,"Lucy, an aspiring Celestial Wizard, becomes a friend and ally to powerful wizards Natsu, Gray, and Erza, who are part of the (in)famous wizard guild, Fairy Tail.","['Cherami Leigh, ', 'Todd Haberkorn, ', 'Tia Lynn Ballard, ', 'Tetsuya Kakihara']",24692,2019
Fakes,TV-MA,30 min,Comedy,6.3,Follow two teenagers who are best friends and accidentally build one of the largest fake ID empires in North America.,"['Emilija Baranac, ', 'Jennifer Tong, ', 'Richard Harmon, ', 'Eric Bempong']",594,2022
Fallen,TV-PG,75 min,Documentary,6.7,"A humanizing look at line-of-duty police deaths across the country, and how these losses effect those close to the fallen, as well as the communities they serve.","['Thomas Marchese', '| ', '    Star:', 'Michael Chiklis']",107,2017
Family Business,TV-14,21 min,Comedy,6.6,"Joseph Hazan dreams of launching his own app, not taking over his dad's butcher shop. But a tip from an acquaintance gives him a flash of inspiration.","['Igor Gotesman', '| ', '    Stars:', 'Jonathan Cohen, ', 'Gérard Darmon, ', 'Julia Piaton, ', 'Liliane Rovère']",140,2021
Family Guy,TV-MA,22 min,"Animation, Comedy",8.2,"In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.","['Seth MacFarlane, ', 'Alex Borstein, ', 'Seth Green, ', 'Mila Kunis']",334757,1999
Family Reunion,TV-PG,28 min,"Comedy, Family",6.5,"When the McKellan family moves from Seattle to Georgia to be closer to extended family, the transition is like being a catfish out of water.","['Tia Mowry-Hardrict, ', 'Anthony Alabi, ', 'Talia Jackson, ', 'Cameron J. Wright']",2704,2022
Family Secrets,TV-MA,50 min,"Comedy, Drama, Romance",5.9,A couple's wedding day threatens to turn disastrous when they begin to unravel a web of secrets and lies that connects their two families.,"['Eliza Rycembel, ', 'Izabela Kuna, ', 'Malgorzata Mikolajczak, ', 'Piotr Pacek']",333,2022
Fanático,TV-MA,10 min,"Comedy, Drama, Music",5.1,An unconditional fan starts impersonating his new idol following his death.,"['Lorenzo Ferro, ', 'Dollar Selmouni, ', 'Carlota Urdiales, ', 'Fernando Valdivielso']",147,2022
Fargo,TV-MA,53 min,"Crime, Drama, Thriller",8.9,"Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.","['Billy Bob Thornton, ', 'Martin Freeman, ', 'Allison Tolman, ', 'Colin Hanks']",369918,2014
Fary Is the New Black,TV-MA,74 min,Comedy,5.8,"Fashion faux pas, loving traps, racism - The French rising star of laughter, Fary analyzes the pitfalls of modern life and society with a lot of humor.","['Richard Valverde', '| ', '    Star:', 'Fary']",137,2018
Farzar,TV-MA,30 min,"Animation, Action, Adventure",5.5,"Prince Fichael and his crew as they venture out of their domed human city to fight the evil aliens that want to kill them. As they begin their journey, Fichael quickly discovers that all is not what it seems and he may be living a lie.","['David Kaye, ', 'Jerry Minor, ', 'Lance Reddick, ', 'Dana Snyder']",1775,2022
Fast & Furious Spy Racers,TV-Y7-FV,23 min,"Animation, Action, Adventure",5.8,A team of teenage street racers are hired to infiltrate a criminal gang.,"['Tyler Posey, ', 'Charlet Takahashi Chung, ', 'Jorge Diaz, ', 'Luke Youngblood']",1491,2021
Fastest Car,TV-MA,45 min,"Documentary, Reality-TV",7.1,"In a quarter mile drag race, drivers of exotic supercars go up against sleeper cars built and modified by dedicated gearheads.","['Elias, ', 'Lisa Clark, ', 'Sammy Maloof, ', 'Hannah Maloof']",1351,2019
Fate/stay night [Unlimited Blade Works],TV-14,24 min,"Animation, Action, Adventure",8,"A group of seven mages gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail.","['Noriaki Sugiyama, ', 'Kana Ueda, ', 'Bryce Papenbrook, ', 'Mela Lee']",7896,2015
Fate/Zero,TV-MA,24 min,"Animation, Action, Adventure",8.2,Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.,"['Ayako Kawasumi, ', 'Kari Wahlgren, ', 'Sayaka Ôhara, ', 'Jôji Nakata']",13062,2012
Fate: The Winx Saga,TV-MA,53 min,"Action, Adventure, Drama",7,"In hopes of mastering her magic, Bloom begins her studies at Alfea - and crosses paths with her curious classmates. Meanwhile, a secret comes to light.","['Lisa James Larsson', '| ', '    Stars:', 'Abigail Cowen, ', 'Hannah van der Westhuysen, ', 'Precious Mustapha, ', 'Eliot Salt']",1357,2021
Fatherhood,PG-13,109 min,"Comedy, Drama",6.6,A father brings up his baby girl as a single dad after the unexpected death of his wife who died a day after their daughter's birth.,"['Paul Weitz', '| ', '    Stars:', 'Kevin Hart, ', 'Alfre Woodard, ', 'Lil Rel Howery, ', 'DeWanda Wise']",37606,2021
Fatma,TV-MA,40 min,"Crime, Drama, Thriller",7.4,"As Fatma sets out to search for Zafer, she commits an unexpected murder and she has to keep killing in order to survive.","['Burcu Biricik, ', 'Ugur Yücel, ', 'Mehmet Yilmaz Ak, ', 'Gulcin Kultur Sahin']",8573,2021
Fauda,TV-MA,60 min,"Action, Drama, Thriller",8.2,The human stories on both sides of the Israel-Palestine conflict.,"['Lior Raz, ', 'Itzik Cohen, ', 'Neta Garty, ', ""Rona-Lee Shim'on""]",26699,2015
Fawlty Towers,TV-PG,30 min,Comedy,8.8,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.","['John Cleese, ', 'Prunella Scales, ', 'Andrew Sachs, ', 'Connie Booth']",92910,1979
Feel Good,TV-MA,30 min,"Comedy, Drama, Romance",7.5,"The series follows recovering addict and comedian Mae, who is trying to control the addictive behaviors and intense romanticism that permeate every facet of her life.","['Mae Martin, ', 'Charlotte Ritchie, ', 'Phil Burgers, ', 'Jack Barry']",11158,2021
Feels Like Ishq,TV-MA,32 min,"Comedy, Drama, Romance",6.4,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,"['Kappil Shah, ', 'Radhika Madan, ', 'Tanya Maniktala, ', 'Rohit Saraf']",1569,2021
Fernando Sanjiao: Hombre,TV-MA,63 min,Comedy,6.4,Add a Plot,"['Raúl Campos, ', 'Jan Suter', '| ', '    Star:', 'Fernando Sanjiao']",59,2018
Fidelity,TV-MA,40 min,"Drama, Romance",6.4,"A seemingly happy marriage begins to dissolve when the husband's faithfulness is called into question, and both spouses become tempted by other desires.","['Lucrezia Guidone, ', 'Michele Riondino, ', 'Carolina Sala, ', 'Leonardo Pazzagli']",1700,2022
